# Exercise 17
-------------------------------------------------------------------------
# Return a list of adresses ordered by length of the combined columns addressLine1 and city


mysql>  SELECT
            CONCAT_WS(', ', addressLine1, city) as address,
            LENGTH(CONCAT_WS(', ', addressLine1, city)) AS length
        FROM
            Address
        ORDER BY
            LENGTH(address) DESC;



+---------------------------------------------------------------+--------+
| address                                                       | length |
| P.O. Box 569, 8646 Erat. Street, Bauchi                       |     39 |
| P.O. Box 565, 5612 Morbi St., Armstrong                       |     39 |
| Ap #735-5316 Ullamcorper Ave, Alexandra                       |     39 |
| P.O. Box 312, 1827 Dapibus Ave, Belfast                       |     39 |
| P.O. Box 200, 4297 Ante St., Papasidero                       |     39 |
| P.O. Box 835, 5786 Lectus Street, Essex                       |     39 |
| P.O. Box 661, 9610 Augue St., Pickering                       |     39 |
| P.O. Box 727, 5715 Cum Avenue, Waalwijk                       |     39 |
| P.O. Box 637, 4935 Tincidunt Ave, Izmir                       |     39 |
| P.O. Box 777, 6492 Quisque Rd., Taunton                       |     39 |
| P.O. Box 788, 9117 Blandit St., Rzeszów                       |     39 |
| Ap #327-6027 Velit. St., Bergen op Zoom                       |     39 |
| Ap #835-8238 Lorem Rd., Hantes-Wih?ries                       |     39 |
| P.O. Box 167, 2358 Posuere St., Newbury                       |     39 |
| P.O. Box 292, 129 Lectus. Av., Casperia                       |     39 |
| P.O. Box 305, 2993 Et, Rd., Scandriglia                       |     39 |
| Ap #904-4258 Ipsum. Av., Belo Horizonte                       |     39 |
| 145-8440 Penatibus Street, Dos Hermanas                       |     39 |
| P.O. Box 254, 8293 Aliquet. St., Bremen                       |     39 |
| Ap #110-2367 Semper St., Bia?a Podlaska                       |     39 |
| P.O. Box 772, 2164 Natoque Road, Vienna                       |     39 |
| P.O. Box 879, 8014 Tellus Rd., San Jose                       |     39 |
| P.O. Box 472, 1625 Morbi St., Jonesboro                       |     39 |
| P.O. Box 584, 9714 Commodo Av., Porirua                       |     39 |
| 385-194 Convallis Rd., South Burlington                       |     39 |
| P.O. Box 516, 2857 Nec Rd., Bremerhaven                       |     39 |
| Ap #130-1551 Ornare Avenue, Carapicuíba                       |     39 |
| P.O. Box 931, 7555 Arcu. Road, Alcorcón                       |     39 |
| P.O. Box 522, 3593 Metus Road, Fatehpur                       |     39 |
| P.O. Box 776, 2772 Sed Street, Lestizza                       |     39 |
| P.O. Box 471, 5332 Lectus, Rd., Hamburg                       |     39 |
| P.O. Box 897, 9183 Nulla. Rd., Rangiora                       |     39 |
| Ap #199-8369 Nonummy Road, Deschambault                       |     39 |
| P.O. Box 949, 4170 Nec Street, Raurkela                       |     39 |
| Ap #221-6605 Malesuada Avenue, Valéncia                       |     39 |
| P.O. Box 495, 6348 Non Rd., Acquafredda                       |     39 |
| 441-6312 Venenatis Ave, New Westminster                       |     39 |
| P.O. Box 320, 4889 Mauris St., Deventer                       |     39 |
| Ap #242-9292 Consectetuer St., Szczecin                       |     39 |
| P.O. Box 886, 7268 Sagittis St., Bauchi                       |     39 |
| P.O. Box 997, 5045 Vestibulum St., K?ln                       |     39 |
| P.O. Box 810, 687 Ante, Rd., St. Thomas                       |     39 |
| P.O. Box 235, 838 Hendrerit Rd., Tarnów                       |     39 |
| P.O. Box 733, 7192 Et Road, Grand-Manil                       |     39 |
| P.O. Box 768, 3700 Velit Avenue, Juneau                       |     39 |
| P.O. Box 602, 2400 Orci Road, Ashburton                       |     39 |
| Ap #343-5541 Gravida. Street, Allahabad                       |     39 |
| P.O. Box 485, 1732 Volutpat. St., Lagos                       |     39 |
| 3552 Sodales. St., Sint-Pieters-Kapelle                       |     39 |
| 9572 Felis St., San Pancrazio Salentino                       |     39 |
| Ap #459-1552 Vulputate, Av., Naperville                       |     39 |
| Ap #214-5748 Fringilla. Ave, Pontevedra                       |     39 |
| P.O. Box 403, 8999 Eget St., Vanderhoof                       |     39 |
| 8206 Consectetuer Road, Bois-de-Villers                       |     39 |
| P.O. Box 223, 5823 Leo Rd., Castelmarte                       |     39 |
| Ap #187-4975 Adipiscing, Avenue, Vienna                       |     39 |
| 9864 Cursus St., Campofelice di Fitalia                       |     39 |
| P.O. Box 589, 5177 Turpis Av., Cuglieri                       |     39 |
| P.O. Box 993, 8440 Maecenas Road, Bilbo                       |     39 |
| Ap #822-1449 Malesuada Rd., Springfield                       |     39 |
| P.O. Box 931, 8569 Semper St., Chandler                       |     39 |
| P.O. Box 976, 1632 Mollis. Rd., Almería                       |     39 |
| Ap #728-434 Tempus Street, Fort William                       |     39 |
| P.O. Box 386, 3978 Aliquet. St., Kapiti                       |     39 |
| P.O. Box 452, 101 Nulla Av., Te Awamutu                       |     39 |
| P.O. Box 193, 6547 Vivamus St., Osgoode                       |     39 |
| Ap #946-7999 Augue Road, Wellingborough                       |     39 |
| P.O. Box 468, 888 In Street, San Miguel                       |     39 |
| P.O. Box 511, 3031 Maecenas Rd., Vienna                       |     39 |
| P.O. Box 560, 7634 Magnis St., West Ham                       |     39 |
| P.O. Box 549, 5698 Sociis Av., Koszalin                       |     39 |
| P.O. Box 142, 9684 A, Road, Campomorone                       |     39 |
| P.O. Box 650, 3147 Nulla Avenue, Ilhéus                       |     39 |
| Ap #114-9453 Adipiscing Rd., High Level                       |     39 |
| Ap #321-5341 Dolor Rd., New Westminster                       |     39 |
| P.O. Box 736, 5308 Et Street, Balurghat                       |     39 |
| P.O. Box 755, 8659 Dictum Ave, Hamilton                       |     39 |
| P.O. Box 252, 5862 Lorem Street, Inuvik                       |     39 |
| Ap #682-2133 Tincidunt Avenue, Montague                       |     39 |
| P.O. Box 451, 3561 Neque Avenue, Galway                       |     39 |
| P.O. Box 778, 8164 Magna. Road, Orlando                       |     39 |
| P.O. Box 156, 3410 Euismod Rd., Rajkot                        |     38 |
| P.O. Box 865, 1993 At, Avenue, Katsina                        |     38 |
| P.O. Box 894, 1507 Commodo St., Nadrin                        |     38 |
| P.O. Box 131, 9269 Ut Street, Turriaco                        |     38 |
| P.O. Box 174, 6128 Pede. Av., Eschwege                        |     38 |
| P.O. Box 351, 8231 Dictum. Rd., Berlin                        |     38 |
| P.O. Box 809, 4188 Integer Rd., Mandya                        |     38 |
| P.O. Box 147, 6442 Velit Rd., Wanganui                        |     38 |
| P.O. Box 309, 5176 Ornare Ave, Belfast                        |     38 |
| Ap #707-7237 Vulputate Street, Belfast                        |     38 |
| Ap #383-6771 Bibendum Rd., Ikot Ekpene                        |     38 |
| P.O. Box 730, 4270 Aliquet Rd., Nicoya                        |     38 |
| 720-8114 Ornare, Rd., Comblain-au-Pont                        |     38 |
| P.O. Box 960, 4452 Sed Road, Dolgellau                        |     38 |
| Ap #224-1527 Elit, Rd., Jefferson City                        |     38 |
| P.O. Box 338, 9633 Velit St., Oordegem                        |     38 |
| P.O. Box 155, 5166 Nunc Street, Elbl?g                        |     38 |
| Ap #696-1419 Lectus Av., Saint-Nazaire                        |     38 |
| P.O. Box 303, 5231 Donec Ave, Badalona                        |     38 |
| P.O. Box 982, 5384 Proin Rd., Pukekohe                        |     38 |
| P.O. Box 789, 2882 Aliquet St., Sokoto                        |     38 |
| Ap #831-7838 Curabitur Street, Pastena                        |     38 |
| 739-9113 Nunc Rd., Stratford-upon-Avon                        |     38 |
| P.O. Box 472, 2162 Urna Rd., Cartagena                        |     38 |
| P.O. Box 180, 3652 Tellus Av., Moulins                        |     38 |
| Ap #419-5479 Varius Avenue, Ravensburg                        |     38 |
| Ap #271-6731 Feugiat Rd., Lochgilphead                        |     38 |
| P.O. Box 183, 2533 Mus. Road, Barranca                        |     38 |
| P.O. Box 447, 2254 Sed Rd., Cumberland                        |     38 |
| P.O. Box 539, 4327 Morbi Av., Alajuela                        |     38 |
| P.O. Box 752, 2755 Vitae, St., Madison                        |     38 |
| Ap #508-3840 Accumsan Avenue, Haguenau                        |     38 |
| P.O. Box 540, 5686 Euismod Rd., Ankara                        |     38 |
| P.O. Box 478, 4163 Eget St., Southaven                        |     38 |
| P.O. Box 188, 4748 Per Street, Genappe                        |     38 |
| P.O. Box 702, 5516 Risus. Ave, Horsham                        |     38 |
| Ap #596-2961 Scelerisque Rd., Deventer                        |     38 |
| P.O. Box 516, 2402 Mollis. Rd., Ponoka                        |     38 |
| P.O. Box 977, 2420 Metus. Ave, Dhanbad                        |     38 |
| P.O. Box 741, 2238 Ipsum St., Bordeaux                        |     38 |
| P.O. Box 349, 307 Eleifend, Ave, Izmir                        |     38 |
| 511-817 Lorem Rd., Issy-les-Moulineaux                        |     38 |
| P.O. Box 922, 3708 Tellus Av., Belfast                        |     38 |
| 4733 Dolor. St., Sint-Laureins-Berchem                        |     38 |
| P.O. Box 693, 721 Lorem, Avenue, Laren                        |     38 |
| P.O. Box 300, 7990 Magnis Road, Sapele                        |     38 |
| P.O. Box 319, 8047 Non, Road, Armadale                        |     38 |
| Ap #353-2649 Elementum, Road, Istanbul                        |     38 |
| P.O. Box 994, 5076 Aenean Road, Vreren                        |     38 |
| Ap #522-3905 Nonummy Avenue, Cambridge                        |     38 |
| 648-634 Sociis Avenue, Mata de Plátano                        |     38 |
| P.O. Box 398, 3174 Taciti Rd., Fauglia                        |     38 |
| Ap #726-141 Vestibulum Rd., Canterbury                        |     38 |
| Ap #725-9879 Nisl. Avenue, Cz?stochowa                        |     38 |
| P.O. Box 230, 1835 At Av., Winterswijk                        |     38 |
| 4657 Augue, Ave, San Lazzaro di Savena                        |     38 |
| 377-4875 Scelerisque Ave, Juiz de Fora                        |     38 |
| P.O. Box 516, 5784 Donec St., Istanbul                        |     38 |
| P.O. Box 305, 4882 Magna. Road, Chapra                        |     38 |
| P.O. Box 477, 1581 Sed Ave, San Rafael                        |     38 |
| P.O. Box 580, 8877 Augue. Rd., Belfast                        |     38 |
| P.O. Box 490, 5266 Euismod St., Orilla                        |     38 |
| Ap #468-9565 Sollicitudin Av., Forbach                        |     38 |
| Ap #530-2474 Convallis Rd., Sioux City                        |     38 |
| Ap #161-9610 Urna. Avenue, Ikot Ekpene                        |     38 |
| 6332 Praesent Av., Bersillies-l'Abbaye                        |     38 |
| Ap #178-8540 Fermentum Rd., Sunderland                        |     38 |
| P.O. Box 180, 5764 Eu Ave, Grand-Manil                        |     38 |
| Ap #801-5548 Auctor Avenue, Harderwijk                        |     38 |
| P.O. Box 348, 2770 Feugiat St., Whitby                        |     38 |
| P.O. Box 959, 1251 Sem Street, Patarrá                        |     38 |
| 305-104 Duis St., San José de Alajuela                        |     38 |
| Ap #435-8687 Parturient St., Terneuzen                        |     38 |
| Ap #444-2496 Metus. Street, Castletown                        |     38 |
| P.O. Box 976, 3055 Amet Avenue, Purral                        |     38 |
| P.O. Box 228, 9734 Fringilla Av., Kano                        |     38 |
| P.O. Box 460, 4770 Sed Ave, Sherbrooke                        |     38 |
| 984-5336 Etiam Rd., Ribeirão das Neves                        |     38 |
| P.O. Box 749, 3834 Aliquam Rd., Calmar                        |     38 |
| 649-5859 Condimentum. Avenue, Cockburn                        |     38 |
| P.O. Box 318, 2860 Feugiat Road, Timon                        |     38 |
| P.O. Box 322, 4286 Quis Ave, Guarulhos                        |     38 |
| P.O. Box 752, 1325 Turpis Road, Dublin                        |     38 |
| P.O. Box 393, 1771 Orci Ave, Lauterach                        |     38 |
| P.O. Box 759, 8713 Vel, Ave, Stockport                        |     38 |
| Ap #588-9838 Nulla St., Castel Baronia                        |     38 |
| Ap #156-1782 Dui, Ave, Ulloa (Barrial)                        |     38 |
| 219-3492 Adipiscing Av., East Kilbride                        |     38 |
| Ap #455-5033 Donec St., South Portland                        |     38 |
| 134-3348 Accumsan Avenue, Beauvechain                         |     37 |
| P.O. Box 540, 544 Semper Av., Badajoz                         |     37 |
| Ap #452-5600 Placerat, Av., Cranbrook                         |     37 |
| P.O. Box 884, 2638 Aenean Road, Ávila                         |     37 |
| 6446 Purus. Street, Villeneuve-d'Ascq                         |     37 |
| 100-5178 Maecenas Ave, Kawartha Lakes                         |     37 |
| Ap #167-9944 Egestas Rd., Springfield                         |     37 |
| P.O. Box 984, 4649 Nullam Av., Vienna                         |     37 |
| 877-6189 Suspendisse Rd., San Massimo                         |     37 |
| Ap #798-124 Nascetur Street, Aurillac                         |     37 |
| 310-2790 Molestie St., Cagnes-sur-Mer                         |     37 |
| 426-5073 Dolor. St., Sterling Heights                         |     37 |
| 138-578 Magnis Avenue, Ribeirão Preto                         |     37 |
| P.O. Box 697, 4070 Diam. Rd., Polatl?                         |     37 |
| P.O. Box 427, 1735 Orci. Rd., Belfast                         |     37 |
| 935-9067 Elit, Av., Palma de Mallorca                         |     37 |
| P.O. Box 521, 578 Fusce St., Sromness                         |     37 |
| Ap #626-2985 Malesuada Road, Lampeter                         |     37 |
| P.O. Box 756, 9388 At St., Pietraroja                         |     37 |
| P.O. Box 230, 8419 Nisl. Road, Ödemi?                         |     37 |
| P.O. Box 809, 1387 Erat Road, Phoenix                         |     37 |
| Ap #589-9388 Aliquam St., Los Angeles                         |     37 |
| Ap #141-5660 Facilisis Street, Galway                         |     37 |
| P.O. Box 279, 1400 Mauris St., Satara                         |     37 |
| P.O. Box 850, 3798 Ultrices. Ave, Elx                         |     37 |
| P.O. Box 936, 1491 Augue St., Köflach                         |     37 |
| Ap #769-5198 Aenean Rd., Broken Arrow                         |     37 |
| P.O. Box 413, 5407 Sit Ave, Frankfort                         |     37 |
| P.O. Box 583, 1488 Elit. St., Gliwice                         |     37 |
| Ap #971-6929 Nulla Road, Newport News                         |     37 |
| Ap #400-4842 Consectetuer Road, Breda                         |     37 |
| 548-9977 Cursus. Road, North Cowichan                         |     37 |
| 111-2568 Ipsum Av., Villenave-d'Ornon                         |     37 |
| Ap #476-3036 Urna. Av., Pointe-au-Pic                         |     37 |
| P.O. Box 430, 3615 Id Avenue, Kitimat                         |     37 |
| P.O. Box 595, 3257 Ut St., Viran?ehir                         |     37 |
| Ap #986-3154 Placerat St., Sioux City                         |     37 |
| P.O. Box 397, 6870 Nullam St., Vienna                         |     37 |
| P.O. Box 659, 2261 Aliquam St., Thane                         |     37 |
| P.O. Box 298, 1048 Dolor Road, Purral                         |     37 |
| P.O. Box 787, 3093 Quisque Road, Kano                         |     37 |
| Ap #102-2216 Dignissim Avenue, Chapra                         |     37 |
| P.O. Box 145, 190 Sociis Road, Amiens                         |     37 |
| P.O. Box 338, 1840 Mauris Ave, Bremen                         |     37 |
| P.O. Box 539, 8956 Massa. Rd., Götzis                         |     37 |
| Ap #299-2714 Nunc Avenue, San Antonio                         |     37 |
| P.O. Box 573, 1388 Neque Ave, Tokoroa                         |     37 |
| 834-7885 Scelerisque Avenue, Wallasey                         |     37 |
| P.O. Box 264, 9185 Fusce Av., Waitara                         |     37 |
| P.O. Box 119, 3182 Cum St., Woodstock                         |     37 |
| Ap #396-1465 Mus. Road, Sainte-Flavie                         |     37 |
| P.O. Box 958, 6107 Aliquam St., Salem                         |     37 |
| P.O. Box 518, 6975 Est. Ave, Alajuela                         |     37 |
| P.O. Box 234, 2916 Sapien. Av., Minna                         |     37 |
| 534-4835 Lacus. Road, Mata de Plátano                         |     37 |
| 4266 Mauris Ave, Governador Valadares                         |     37 |
| P.O. Box 596, 3885 Eu, Road, Reyhanl?                         |     37 |
| 929-1840 Condimentum Avenue, Meridian                         |     37 |
| P.O. Box 649, 309 Sit St., Rockingham                         |     37 |
| P.O. Box 707, 5386 Ac Rd., Lower Hutt                         |     37 |
| Ap #459-1762 Fringilla, Av., Pamplona                         |     37 |
| P.O. Box 498, 4903 Nullam Rd., Galway                         |     37 |
| Ap #727-2235 Placerat, Avenue, Araban                         |     37 |
| Ap #923-4706 Lectus Avenue, Baranello                         |     37 |
| 665-403 Tempus Road, Pollena Trocchia                         |     37 |
| Ap #349-7464 In Street, Ham-sur-Heure                         |     37 |
| Ap #864-6376 Quisque St., Springfield                         |     37 |
| P.O. Box 298, 1422 Aliquam Rd., Minto                         |     37 |
| Ap #384-4449 Tincidunt St., Stonewall                         |     37 |
| P.O. Box 450, 4224 Mauris St., Dieppe                         |     37 |
| P.O. Box 811, 3061 Dolor Rd., College                         |     37 |
| P.O. Box 943, 601 Elit. Rd., Wijnegem                         |     37 |
| Ap #534-5007 Luctus. Rd., Sint-Gillis                         |     37 |
| 438-1149 Ullamcorper St., Bay Roberts                         |     37 |
| Ap #932-3359 Ullamcorper. Rd., Vienna                         |     37 |
| P.O. Box 923, 144 Ligula. Ave, Dublin                         |     37 |
| P.O. Box 615, 7860 Est. St., Koszalin                         |     37 |
| 132-8412 Sagittis St., Cinco Esquinas                         |     37 |
| P.O. Box 166, 367 Et St., Little Rock                         |     37 |
| P.O. Box 252, 3755 Pede. Road, Duncan                         |     37 |
| P.O. Box 152, 5672 Ut St., Amersfoort                         |     37 |
| Ap #270-1470 Imperdiet Street, Temuka                         |     37 |
| P.O. Box 384, 4858 Nulla. Rd., Berlin                         |     37 |
| P.O. Box 359, 2224 Neque. Ave, Vienna                         |     37 |
| P.O. Box 275, 9750 Mi Rd., Vegreville                         |     37 |
| P.O. Box 512, 4068 Dui, Ave, Valéncia                         |     37 |
| P.O. Box 146, 856 Conubia St., Galway                         |     37 |
| P.O. Box 928, 6051 Nunc St., Dreieich                         |     37 |
| Ap #102-5208 Imperdiet Rd., Opprebais                         |     37 |
| P.O. Box 222, 5395 Risus. St., Vottem                         |     37 |
| P.O. Box 766, 401 Non St., Saint Paul                         |     37 |
| Ap #753-9575 Hendrerit Street, Ottawa                         |     37 |
| Ap #918-2627 Nostra, Av., Baton Rouge                         |     37 |
| 8028 Nunc Rd., Santa Cruz de Tenerife                         |     37 |
| Ap #797-8797 Aliquet, Street, Wroc?aw                         |     37 |
| 593-394 In Road, Santa Cesarea Terme                          |     36 |
| Ap #564-4100 Nunc Street, Montebello                          |     36 |
| P.O. Box 805, 8162 Ipsum. St., Dewas                          |     36 |
| Ap #974-3476 Nisl. Street, Cartagena                          |     36 |
| P.O. Box 726, 9538 Purus St., Nantes                          |     36 |
| Ap #603-3888 Consectetuer St., Konin                          |     36 |
| Ap #655-3611 Magna. Road, Minucciano                          |     36 |
| P.O. Box 311, 3623 Erat. St., Wanaka                          |     36 |
| Ap #370-4433 Lectus St., Bulandshahr                          |     36 |
| P.O. Box 719, 4815 Cras Rd., Dhanbad                          |     36 |
| P.O. Box 982, 9126 Ornare St., Taupo                          |     36 |
| 697-6273 Egestas. Avenue, Allappuzha                          |     36 |
| 3301 Placerat, Rd., K?dzierzyn-Ko?le                          |     36 |
| 6425 Tortor Avenue, Comblain-la-Tour                          |     36 |
| Ap #221-3080 Suspendisse Rd., Huesca                          |     36 |
| P.O. Box 799, 9922 Et, Road, Bozeman                          |     36 |
| P.O. Box 352, 518 Est Rd., Devonport                          |     36 |
| P.O. Box 226, 4490 Nulla St., Ceyhan                          |     36 |
| Ap #778-3351 Tincidunt, Road, Dallas                          |     36 |
| 893-710 Quisque St., Mata de Plátano                          |     36 |
| P.O. Box 423, 9790 Semper, Rd., Puri                          |     36 |
| Ap #392-7457 Fringilla St., Nijmegen                          |     36 |
| P.O. Box 720, 218 Lectus Rd., Galway                          |     36 |
| P.O. Box 744, 4578 Non, Street, Gore                          |     36 |
| P.O. Box 584, 1933 Odio. Ave, Vertou                          |     36 |
| Ap #625-7946 Faucibus Avenue, Kapiti                          |     36 |
| P.O. Box 474, 5023 Nisi St., Ipswich                          |     36 |
| Ap #947-2695 Augue Rd., Menai Bridge                          |     36 |
| P.O. Box 967, 5348 Id, Rd., Istanbul                          |     36 |
| 517-7824 Tristique Avenue, Terneuzen                          |     36 |
| P.O. Box 629, 4896 Vel Rd., Poitiers                          |     36 |
| P.O. Box 284, 4780 Eget, Rd., Berlin                          |     36 |
| P.O. Box 454, 403 Ante Rd., Hertford                          |     36 |
| P.O. Box 466, 693 Risus. Rd., Tarnów                          |     36 |
| 6494 Augue Avenue, Annone di Brianza                          |     36 |
| P.O. Box 831, 4491 Proin St., Tarnów                          |     36 |
| P.O. Box 763, 9734 Erat Rd., Toronto                          |     36 |
| P.O. Box 337, 5864 Metus St., Tarnów                          |     36 |
| 924-2083 Lacus. St., New Westminster                          |     36 |
| P.O. Box 298, 4805 Arcu. Av., Vienna                          |     36 |
| P.O. Box 821, 426 Arcu. Rd., Kumluca                          |     36 |
| Ap #149-4277 Tincidunt Rd., Borsbeek                          |     36 |
| Ap #286-3488 Facilisis Rd., Haridwar                          |     36 |
| Ap #242-2029 Bibendum Avenue, Nicoya                          |     36 |
| Ap #182-5267 Vitae Avenue, Wadgassen                          |     36 |
| P.O. Box 309, 3138 Morbi Av., Vienna                          |     36 |
| P.O. Box 932, 1951 Nibh Rd., Gibsons                          |     36 |
| Ap #299-9004 Turpis Rd., Scandriglia                          |     36 |
| P.O. Box 380, 2265 Per Rd., Pukekohe                          |     36 |
| Ap #514-1480 Laoreet, Av., Innisfail                          |     36 |
| P.O. Box 949, 772 Cursus Ave, Vienna                          |     36 |
| 886-7844 Sollicitudin Street, Dublin                          |     36 |
| Ap #638-5785 Nullam Street, Sromness                          |     36 |
| Ap #135-9450 Et, St., Saint-Herblain                          |     36 |
| P.O. Box 145, 144 Sed Road, Biarritz                          |     36 |
| P.O. Box 888, 6457 Nec St., Chandler                          |     36 |
| Ap #145-6190 Quam Rd., King Township                          |     36 |
| P.O. Box 523, 5435 Mollis. Rd., Rezé                          |     36 |
| P.O. Box 241, 4720 Sem Road, Siedlce                          |     36 |
| P.O. Box 206, 3980 Ipsum Rd., Zamora                          |     36 |
| P.O. Box 447, 8235 Rhoncus Rd., Metz                          |     36 |
| 692-4983 Parturient Street, Pilibhit                          |     36 |
| Ap #412-9177 Tincidunt St., Pukekohe                          |     36 |
| 7622 Lacus. Rd., Tomaszów Mazowiecki                          |     36 |
| 535-8237 Scelerisque Avenue, Granada                          |     36 |
| Ap #832-4807 Lacinia. Rd., Turrialba                          |     36 |
| P.O. Box 610, 8275 Vel St., Koszalin                          |     36 |
| Ap #336-5026 Morbi Street, Redcliffe                          |     36 |
| P.O. Box 316, 9329 Et St., Milwaukee                          |     36 |
| P.O. Box 628, 7394 Mauris, Av., Alma                          |     36 |
| P.O. Box 806, 7640 Leo. Av., Cáceres                          |     36 |
| 172-4375 Scelerisque Road, Montluçon                          |     36 |
| P.O. Box 430, 2713 Libero Ave, Cañas                          |     36 |
| 5338 Pellentesque. Rd., Grand Island                          |     36 |
| P.O. Box 502, 5674 Eu Av., Swan Hill                          |     36 |
| Ap #666-1674 Non, Rd., Tumbler Ridge                          |     36 |
| P.O. Box 625, 102 Augue Street, Cork                          |     36 |
| P.O. Box 229, 9201 Quam St., Roubaix                          |     36 |
| Ap #794-3605 Curabitur Road, Kinross                          |     36 |
| P.O. Box 803, 6267 Auctor Road, Goes                          |     36 |
| 862-7048 Suspendisse St., Port Pirie                          |     36 |
| Ap #326-3269 Mattis Av., São Gonçalo                          |     36 |
| P.O. Box 532, 7842 Mollis Road, Cork                          |     36 |
| P.O. Box 524, 3975 At St., Stonewall                          |     36 |
| Ap #253-9309 Adipiscing Rd., Lacombe                          |     36 |
| Ap #380-6702 Suspendisse Ave, Marabá                          |     36 |
| Ap #820-7762 Bibendum St., Frederick                          |     36 |
| P.O. Box 524, 4083 Sit St., Istanbul                          |     36 |
| Ap #976-5574 Mollis. Rd., Wollongong                          |     36 |
| P.O. Box 526, 7883 Est Av., Redlands                          |     36 |
| Ap #394-6539 Luctus Ave, West Jordan                          |     36 |
| P.O. Box 968, 659 Sed St., Rendsburg                          |     36 |
| Ap #189-1052 Nascetur Street, Bauchi                          |     36 |
| P.O. Box 379, 267 Donec Rd., Koblenz                          |     36 |
| 214-5587 Nascetur Avenue, Burns Lake                          |     36 |
| Ap #174-5728 Donec Street, Zeebrugge                          |     36 |
| Ap #132-4426 Quisque St., Zoetermeer                          |     36 |
| Ap #755-9957 Massa Avenue, Pabianice                          |     36 |
| Ap #856-3153 Conubia Rd., Carnoustie                          |     36 |
| P.O. Box 784, 378 Duis Road, Hamburg                          |     36 |
| P.O. Box 386, 7403 Ipsum Av., Galway                          |     36 |
| Ap #692-773 Eget Rd., St. Catharines                          |     36 |
| P.O. Box 123, 157 Erat. Av., Bremen                           |     35 |
| 710-8664 Imperdiet Road, Oosterhout                           |     35 |
| P.O. Box 660, 2681 Et Av., Koszalin                           |     35 |
| 852-4123 Montes, Street, Zoetermeer                           |     35 |
| P.O. Box 377, 2329 A St., Tullibody                           |     35 |
| Ap #378-8600 Blandit Road, Campinas                           |     35 |
| 337-6997 Vestibulum Avenue, Quesada                           |     35 |
| Ap #376-7529 Accumsan Av., Badalona                           |     35 |
| Ap #509-8692 Eget Avenue, Zierikzee                           |     35 |
| Ap #644-7279 Neque Street, Barranca                           |     35 |
| Ap #763-466 Massa. St., Sheikhupura                           |     35 |
| Ap #719-1137 Pretium Road, Grantham                           |     35 |
| Ap #180-9566 Integer Road, Istanbul                           |     35 |
| 8776 Auctor Street, Vitry-sur-Seine                           |     35 |
| Ap #883-6472 Magna. Road, Tullibody                           |     35 |
| Ap #918-2950 Tempus Av., Bonnyville                           |     35 |
| Ap #425-1128 Ipsum St., Musselburgh                           |     35 |
| P.O. Box 323, 1777 Eget Ave, Kalisz                           |     35 |
| Ap #160-3467 Habitant Road, Bal?tre                           |     35 |
| P.O. Box 747, 1995 Et, Rd., Orlando                           |     35 |
| P.O. Box 189, 4147 Non St., Baddeck                           |     35 |
| 395-9478 Consectetuer St., Ambattur                           |     35 |
| Ap #925-9487 Cras Street, Melbourne                           |     35 |
| P.O. Box 367, 8914 In Avenue, Telde                           |     35 |
| Ap #160-4425 Egestas. Road, Antakya                           |     35 |
| 918-4055 Suspendisse St., Albagiara                           |     35 |
| P.O. Box 722, 9394 Et, Road, Vienna                           |     35 |
| 7094 Penatibus Street, Chesterfield                           |     35 |
| Ap #359-3730 Dolor Avenue, Lakewood                           |     35 |
| Ap #918-7581 Morbi St., Ghislarengo                           |     35 |
| Ap #906-2925 Erat. Road, Bridgeport                           |     35 |
| Ap #291-1228 Tincidunt St., Groenlo                           |     35 |
| 917-7236 Curabitur Ave, Kansas City                           |     35 |
| 5960 Purus St., Sint-Jans-Molenbeek                           |     35 |
| Ap #533-9639 Consequat St., College                           |     35 |
| Ap #715-3454 Placerat. St., Kenosha                           |     35 |
| Ap #879-227 Magna Street, Oldenzaal                           |     35 |
| Ap #937-4214 Nulla Avenue, Istanbul                           |     35 |
| P.O. Box 752, 3153 Augue Road, Lugo                           |     35 |
| 7436 Eleifend Av., Aulnay-sous-Bois                           |     35 |
| P.O. Box 713, 2328 Diam Av., Galway                           |     35 |
| P.O. Box 954, 9886 Donec Road, Cork                           |     35 |
| P.O. Box 875, 6047 Arcu St., Berlin                           |     35 |
| P.O. Box 116, 870 Enim. Rd., Galway                           |     35 |
| P.O. Box 132, 760 Pede Ave, Granada                           |     35 |
| Ap #322-5896 Vestibulum Ave, Leoben                           |     35 |
| 581-3591 Purus Avenue, Macclesfield                           |     35 |
| Ap #278-1759 In Rd., Bia?a Podlaska                           |     35 |
| Ap #803-5543 Orci Street, Karap?nar                           |     35 |
| P.O. Box 442, 6956 Sed, Road, Patna                           |     35 |
| 627-492 Aliquam Av., Kawartha Lakes                           |     35 |
| Ap #223-8689 Euismod St., Bansberia                           |     35 |
| P.O. Box 937, 3387 Enim St., Berlin                           |     35 |
| Ap #948-3164 Sem Rd., Charlottetown                           |     35 |
| P.O. Box 795, 282 Arcu. Av., Norman                           |     35 |
| 839-5210 Ultricies Street, Sulzbach                           |     35 |
| 485-9064 Pellentesque Rd., Przemy?l                           |     35 |
| 889-6079 Adipiscing Street, Hamburg                           |     35 |
| 185-5047 Sollicitudin Rd., Vitrival                           |     35 |
| 968-2159 Lobortis Avenue, Apeldoorn                           |     35 |
| P.O. Box 903, 1989 Quis St., Vienna                           |     35 |
